Musicas/contemporaneas/T/Teus Olhos.pdf		Cuidado de Deus †
Musicas/contemporaneas/T/Teu tudo é Teu.pdf		Consagração †
Musicas/contemporaneas/T/Todo Poderoso Deus.pdf		Adoração †
Musicas/contemporaneas/T/Toma meu Coração.pdf		Consagração †
Musicas/contemporaneas/T/Tributo a Ieovah.pdf		Adoração †
Musicas/contemporaneas/T/Tua Graça Me Basta.pdf	2 Coríntios 12.9	Graça
Musicas/contemporaneas/T/Tua Palavra - Aline Barros.pdf	Aline Barros	Palavra de Deus
Musicas/contemporaneas/T/Tua Unção.pdf		Espírito Santo †
Musicas/contemporaneas/T/Tudo Entregarei (295 cc).pdf	Cantor Cristão 295	Consagração
Musicas/contemporaneas/T/Tudo que tem Folego.pdf	Salmo 150	Louvor
Musicas/contemporaneas/T/Tu És Bem Vindo.pdf		Presença de Deus †
Musicas/contemporaneas/T/Tu és Bom.pdf		Louvor †
Musicas/contemporaneas/T/Tu és fiel Senhor.pdf	Thomas Chisholm (Great Is Thy Faithfulness)	Fidelidade de Deus
Musicas/contemporaneas/T/Tú És Santo.pdf		Adoração †
Musicas/contemporaneas/T/Tu És Soberano - Tom E.pdf		Adoração / Soberania †
Musicas/contemporaneas/T/Tu me Faz Feliz.pdf		Alegria em Deus †
Musicas/contemporaneas/T/Tu Podes.pdf		Fé / Milagres †
Musicas/contemporaneas/T/Tu que estás assentado.pdf		Adoração †
Musicas/contemporaneas/U/Ultima Chance nova versão.pdf		Convite à salvação †
Musicas/contemporaneas/U/Ultima Chance.pdf		Convite à salvação †
Musicas/contemporaneas/U/Um dia Lindo.pdf		Alegria em Deus †
Musicas/contemporaneas/U/Um milagre Senhor D.pdf		Cura / Milagres †
Musicas/contemporaneas/U/Um Milagre Senhor.pdf		Cura / Milagres †
Musicas/contemporaneas/V/Vai e Nâo Peques Mais.pdf	João 8.11	Perdão / Santidade
Musicas/contemporaneas/V/Vai Valer a Pena.pdf		Esperança / Perseverança †
Musicas/contemporaneas/V/Vai Valer a Pena (sem modular).pdf		Esperança / Perseverança †
Musicas/contemporaneas/V/Vaso de Alabastro.pdf		Consagração / Adoração †
Musicas/contemporaneas/V/Vejo o Senhor.pdf		Adoração †
Musicas/contemporaneas/V/Vem com teu Fogo.pdf		Avivamento †
Musicas/contemporaneas/V/Vem está é a Hora.pdf		Adoração †
Musicas/contemporaneas/V/Vem Restaurar.pdf		Restauração †
Musicas/contemporaneas/V/Vem, Visita tua Igreja.pdf		Avivamento †
Musicas/contemporaneas/V/Vencendo vem Jesus - tom G.pdf	Hinário tradicional	Segunda vinda / Vitória
Musicas/contemporaneas/V/Vento do Espírito.pdf		Espírito Santo †
Musicas/contemporaneas/V/Ventos de avivamento.pdf		Avivamento †
Musicas/contemporaneas/V/Videira.pdf	João 15	Comunhão com Deus
Musicas/contemporaneas/V/Vim para Adorar-te.pdf	Tim Hughes (Here I Am to Worship)	Adoração
Musicas/contemporaneas/V/Vitória no Deserto.pdf		Fé / Vitória †
Musicas/contemporaneas/V/Você já parou pra Pensar.pdf		Evangelismo †
Musicas/contemporaneas/V/Você pode Ter.pdf		Convite à salvação †
Musicas/contemporaneas/V/Vou te Alegrar.pdf		Louvor †
Musicas/contemporaneas/W/Were we Belong.pdf		Adoração †
